customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,internet_service,online_security,tech_support,streaming_tv,contract,paperless_billing,payment_method,monthly_charges,total_charges,calls_per_month,data_usage_gb,support_tickets,late_payments,avg_call_duration,churn
CUST-005229,Male,0,Yes,No,2,Yes,Fiber optic,Yes,No,No,One year,Yes,Electronic check,29.44,102.01,3,10.56,1,0,4.0,1
CUST-005230,Female,0,Yes,No,51,Yes,DSL,No,No,Yes,One year,No,Electronic check,67.49,3476.28,1,7.29,1,0,4.66,0
CUST-005231,Male,0,Yes,No,8,Yes,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),55.63,479.58,7,0.0,1,0,8.11,0
CUST-005232,Male,0,Yes,Yes,11,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Mailed check,98.02,1099.57,2,0.33,2,0,9.45,1
CUST-005233,Male,1,No,Yes,14,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,59.47,862.44,1,5.13,0,1,10.47,0
CUST-005234,Male,0,No,No,6,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Credit card (automatic),99.46,622.0,1,1.01,1,1,2.56,1
CUST-005235,Male,0,No,No,49,Yes,DSL,No,No,Yes,Month-to-month,No,Electronic check,64.22,3175.02,5,4.05,1,0,10.37,0
CUST-005236,Male,0,Yes,No,2,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,75.53,329.15,8,0.0,1,1,8.62,1
CUST-005237,Male,0,No,No,72,Yes,DSL,No,No,No,One year,Yes,Bank transfer (automatic),52.36,3764.58,2,2.68,0,0,8.38,0
CUST-005238,Female,0,No,No,72,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,61.39,4308.01,3,44.31,0,0,10.21,0
CUST-005239,Female,0,No,Yes,52,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,43.09,2186.86,4,34.2,0,0,8.69,0
CUST-005240,Female,0,No,No,72,Yes,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,33.19,2445.83,6,0.0,1,0,4.65,0
CUST-005241,Female,0,No,No,42,Yes,Fiber optic,Yes,No,No,One year,No,Electronic check,92.9,3921.59,3,7.18,1,0,13.08,1
CUST-005242,Female,0,Yes,No,24,Yes,DSL,Yes,Yes,No,Month-to-month,No,Electronic check,97.25,2319.62,2,31.69,2,0,2.82,1
CUST-005243,Male,0,No,Yes,38,Yes,Fiber optic,No,No,No,Two year,No,Bank transfer (automatic),92.93,3552.45,6,17.47,2,1,7.92,1
CUST-005244,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),98.26,144.89,3,0.0,1,0,1.0,0
CUST-005245,Male,0,No,Yes,34,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),71.48,2457.77,6,19.72,0,1,9.84,0
CUST-005246,Male,1,Yes,Yes,1,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Electronic check,51.81,123.29,2,1.5,0,1,10.21,0
CUST-005247,Male,0,Yes,No,65,Yes,DSL,No,No,No,Month-to-month,Yes,Mailed check,44.03,2956.3,2,110.4,2,0,5.15,0
CUST-005248,Female,0,No,No,68,Yes,DSL,Yes,No,Yes,Two year,No,Electronic check,18.0,1270.26,7,16.75,0,0,7.45,0
CUST-005249,Female,1,Yes,Yes,3,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),81.07,240.3,1,0.33,1,0,11.66,0
CUST-005250,Female,0,Yes,Yes,34,Yes,Fiber optic,Yes,No,Yes,One year,No,Bank transfer (automatic),68.84,2408.11,3,8.91,0,0,6.11,1
CUST-005251,Female,0,No,No,33,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes,Electronic check,76.32,2481.82,6,17.64,0,0,1.42,0
CUST-005252,Male,0,Yes,No,20,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,83.07,1603.08,4,0.0,0,0,1.0,0
CUST-005253,Male,0,No,No,1,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),106.62,47.91,1,0.0,0,2,3.27,0
CUST-005254,Male,0,No,No,3,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,55.15,152.9,2,14.39,2,0,16.14,1
CUST-005255,Female,1,No,Yes,32,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.33,2484.88,1,7.61,0,1,12.81,1
CUST-005256,Male,0,Yes,No,22,Yes,Fiber optic,No,Yes,No,One year,Yes,Credit card (automatic),50.09,1118.64,6,18.74,0,0,3.78,1
CUST-005257,Female,0,No,No,1,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,Electronic check,18.0,50.0,2,7.04,1,1,1.94,0
CUST-005258,Male,0,No,No,21,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,59.69,1345.35,9,8.04,0,1,11.49,0
CUST-005259,Male,1,Yes,Yes,56,No,DSL,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),108.8,6075.52,3,6.36,0,1,3.77,0
CUST-005260,Female,0,No,No,66,Yes,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,59.49,3983.28,4,7.77,0,0,6.55,0
CUST-005261,Male,0,Yes,No,35,Yes,Fiber optic,No,Yes,No,Two year,Yes,Electronic check,38.37,1356.25,4,37.07,0,0,8.96,0
CUST-005262,Male,0,Yes,Yes,32,Yes,DSL,No,Yes,No,One year,Yes,Bank transfer (automatic),76.55,2484.89,7,3.98,0,0,9.66,0
CUST-005263,Female,0,No,Yes,43,Yes,Fiber optic,Yes,No,No,One year,No,Electronic check,91.7,4036.27,5,4.1,0,0,4.19,0
CUST-005264,Male,1,Yes,No,4,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,80.35,362.54,3,3.67,0,0,6.72,1
CUST-005265,Female,0,No,No,6,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,105.66,596.21,1,0.0,0,1,9.63,0
CUST-005266,Male,0,Yes,Yes,19,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,36.94,646.24,8,0.0,0,2,1.0,0
CUST-005267,Male,0,Yes,No,17,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,106.67,1740.6,6,0.0,0,1,7.25,0
CUST-005268,Male,0,Yes,Yes,6,Yes,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,19.96,5,0.0,3,2,13.51,0
CUST-005269,Male,0,Yes,Yes,34,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,590.31,5,0.0,2,1,9.63,0
CUST-005270,Male,0,No,No,40,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Credit card (automatic),21.11,854.99,2,9.82,1,0,4.71,0
CUST-005271,Male,0,No,No,9,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,79.41,716.08,3,0.0,0,1,6.58,1
CUST-005272,Male,0,Yes,No,11,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,19.74,186.35,3,16.34,1,0,11.08,0
CUST-005273,Male,1,No,No,8,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.85,273.55,9,0.0,2,0,12.03,1
CUST-005274,Female,0,No,No,9,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,52.3,535.77,6,27.16,1,1,7.45,0
CUST-005275,Female,1,No,No,13,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.39,1101.1,5,11.15,0,0,3.25,1
CUST-005276,Male,0,No,No,17,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),103.34,1782.82,6,0.0,0,0,10.57,1
CUST-005277,Male,0,No,No,19,Yes,Fiber optic,Yes,No,No,One year,Yes,Bank transfer (automatic),92.06,1697.83,2,36.89,1,1,10.79,0
CUST-005278,Female,0,No,No,19,Yes,DSL,No,Yes,Yes,Two year,Yes,Electronic check,22.08,338.51,6,35.44,0,0,1.0,0
CUST-005279,Male,0,No,Yes,28,Yes,Fiber optic,Yes,No,No,Two year,Yes,Electronic check,70.36,1946.77,2,2.32,3,0,10.92,1
CUST-005280,Male,0,Yes,No,12,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,53.89,674.74,6,1.45,1,0,7.21,0
CUST-005281,Female,0,No,No,21,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.09,1177.23,3,3.91,1,1,5.25,1
CUST-005282,Male,0,Yes,No,21,Yes,Fiber optic,Yes,No,Yes,One year,No,Electronic check,63.03,1307.81,4,7.39,2,1,8.29,0
CUST-005283,Male,1,Yes,No,3,Yes,DSL,Yes,No,No,Two year,No,Electronic check,51.08,147.12,4,5.53,1,0,4.26,0
CUST-005284,Female,0,Yes,Yes,29,Yes,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),43.23,1232.58,3,0.0,1,0,10.36,0
CUST-005285,Male,0,No,Yes,9,Yes,Fiber optic,Yes,Yes,No,Two year,Yes,Electronic check,51.55,401.48,6,23.33,2,1,6.31,0
CUST-005286,Male,0,No,Yes,1,Yes,DSL,Yes,Yes,Yes,One year,Yes,Electronic check,44.26,36.8,2,4.21,0,0,20.99,0
CUST-005287,Female,0,Yes,No,31,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,95.49,2925.07,1,0.0,2,1,14.84,1
CUST-005288,Male,0,Yes,No,1,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Mailed check,63.08,18.0,2,59.7,1,0,4.56,1
CUST-005289,Female,0,No,Yes,17,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.31,1679.01,6,19.11,1,1,13.0,1
CUST-005290,Male,0,No,No,29,Yes,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),97.79,2884.97,1,0.0,3,0,5.43,0
CUST-005291,Male,0,No,Yes,72,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),106.57,7641.15,4,0.0,0,0,2.99,0
CUST-005292,Female,0,Yes,Yes,21,No,Fiber optic,No,Yes,No,One year,Yes,Mailed check,27.26,542.76,8,64.19,0,1,2.76,0
CUST-005293,Female,0,Yes,No,11,Yes,DSL,Yes,No,Yes,One year,Yes,Credit card (automatic),72.88,796.75,3,78.15,1,0,12.59,0
CUST-005294,Male,0,No,No,20,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,27.77,597.98,4,15.06,0,1,2.77,0
CUST-005295,Female,0,No,Yes,6,Yes,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),120.0,785.73,4,0.0,3,0,10.22,0
CUST-005296,Female,1,Yes,Yes,17,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,82.67,1331.91,3,0.0,2,0,3.57,1
CUST-005297,Male,1,No,No,61,Yes,Fiber optic,No,Yes,No,Two year,Yes,Bank transfer (automatic),50.92,3153.66,0,137.78,1,1,8.78,0
CUST-005298,Male,0,No,Yes,4,No,DSL,Yes,Yes,Yes,Two year,No,Electronic check,55.54,228.05,6,49.11,0,1,4.61,0
CUST-005299,Male,0,Yes,No,22,No,DSL,Yes,No,Yes,Month-to-month,Yes,Mailed check,90.18,1975.39,5,24.07,0,0,11.78,1
CUST-005300,Female,1,Yes,No,29,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),53.95,1504.23,2,0.0,2,0,8.28,0
CUST-005301,Female,1,Yes,No,11,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Mailed check,24.28,259.14,2,22.19,0,0,7.01,0
CUST-005302,Female,0,Yes,No,39,Yes,Fiber optic,No,Yes,Yes,One year,No,Bank transfer (automatic),78.49,3055.05,4,14.75,2,0,8.13,0
CUST-005303,Female,0,No,No,32,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,101.99,3246.2,5,7.98,1,1,3.8,0
CUST-005304,Male,1,Yes,Yes,18,No,DSL,No,Yes,No,Two year,Yes,Mailed check,62.81,1122.02,4,35.6,0,0,7.62,0
CUST-005305,Female,0,No,No,30,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.5,2678.57,6,26.83,0,0,4.31,0
CUST-005306,Male,0,No,Yes,55,Yes,Fiber optic,No,Yes,Yes,One year,No,Credit card (automatic),47.25,2614.38,4,78.57,0,0,5.43,0
CUST-005307,Female,1,No,No,27,Yes,Fiber optic,Yes,No,Yes,Two year,No,Credit card (automatic),68.78,1905.06,10,19.45,0,1,8.69,0
CUST-005308,Male,0,Yes,No,25,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,68.0,1628.54,8,0.0,0,1,6.89,0
CUST-005309,Male,1,Yes,No,29,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Mailed check,54.49,1562.41,5,3.59,1,0,13.06,0
CUST-005310,Male,0,No,No,33,No,DSL,Yes,Yes,Yes,One year,No,Credit card (automatic),36.66,1184.93,6,20.43,0,0,7.02,0
CUST-005311,Female,1,No,No,15,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),43.11,675.03,4,2.16,0,1,10.2,1
CUST-005312,Male,0,Yes,Yes,54,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),44.44,2411.66,2,7.6,2,0,5.6,0
CUST-005313,Male,1,No,No,72,Yes,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,51.21,3725.38,3,41.59,2,1,10.24,0
CUST-005314,Female,0,No,No,29,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card (automatic),60.9,1846.4,1,74.68,1,0,4.97,0
CUST-005315,Male,0,No,No,65,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,69.33,4517.86,1,0.0,0,0,5.81,0
CUST-005316,Female,0,No,Yes,40,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),69.29,2769.91,5,0.0,1,0,13.38,0
CUST-005317,Female,0,No,Yes,16,Yes,Fiber optic,Yes,Yes,No,One year,No,Mailed check,61.92,977.83,2,35.29,2,0,9.0,0
CUST-005318,Male,0,No,Yes,20,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),65.44,1221.55,3,10.1,2,0,1.03,0
CUST-005319,Male,0,No,Yes,25,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.3,919.99,3,0.0,0,2,13.91,0
CUST-005320,Female,0,No,No,72,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,70.73,5011.48,1,4.36,2,1,6.02,1
CUST-005321,Male,0,Yes,Yes,31,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),18.02,531.69,4,4.8,1,0,7.25,0
CUST-005322,Female,0,Yes,Yes,21,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Mailed check,34.66,708.2,5,5.68,0,1,10.46,1
CUST-005323,Female,1,No,No,3,Yes,DSL,Yes,Yes,No,One year,No,Credit card (automatic),33.79,187.76,7,75.38,3,1,8.85,0
CUST-005324,Female,0,No,No,32,Yes,Fiber optic,No,Yes,No,Two year,Yes,Mailed check,47.87,1536.85,2,24.59,0,0,5.15,0
CUST-005325,Male,0,Yes,No,24,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,73.68,1775.96,4,0.0,1,0,2.53,1
CUST-005326,Female,0,Yes,No,72,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,70.23,5019.0,5,7.93,2,1,1.73,0
CUST-005327,Male,0,Yes,Yes,12,Yes,DSL,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.2,871.31,6,25.84,0,0,8.56,1
CUST-005328,Male,0,No,Yes,47,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,Mailed check,89.27,4085.36,4,29.39,2,0,6.08,0
CUST-005329,Male,0,Yes,Yes,9,Yes,Fiber optic,Yes,No,No,One year,No,Electronic check,70.42,665.8,2,2.38,1,0,11.15,0
CUST-005330,Male,1,Yes,No,5,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,34.79,153.35,2,0.0,0,0,3.35,0
CUST-005331,Female,0,No,Yes,1,No,DSL,Yes,No,Yes,Month-to-month,Yes,Mailed check,65.89,18.0,5,1.89,2,0,3.07,1
CUST-005332,Male,0,Yes,No,67,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),37.01,2471.13,3,2.78,2,0,1.0,0
CUST-005333,Female,0,No,Yes,17,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,54.96,967.65,5,63.96,1,0,6.57,0
CUST-005334,Female,0,Yes,No,9,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,76.94,731.08,4,0.0,0,0,12.59,0
CUST-005335,Male,0,Yes,No,15,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,59.93,988.8,4,4.54,1,2,10.06,1
CUST-005336,Female,0,Yes,No,37,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,84.28,3112.24,5,0.0,1,1,10.29,1
CUST-005337,Female,0,Yes,No,14,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,65.25,856.45,7,29.63,1,1,9.3,0
CUST-005338,Male,0,Yes,No,7,Yes,DSL,No,Yes,Yes,Month-to-month,No,Credit card (automatic),19.57,154.36,5,36.39,0,0,1.45,0
CUST-005339,Female,0,No,No,2,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card (automatic),53.16,155.21,5,0.32,2,1,1.0,1
CUST-005340,Female,1,No,No,29,Yes,Fiber optic,No,No,No,One year,No,Credit card (automatic),84.06,2462.32,1,33.4,2,0,5.75,0
CUST-005341,Female,0,Yes,No,72,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),78.7,5673.06,3,14.57,0,0,12.06,1
CUST-005342,Female,0,No,No,30,Yes,DSL,Yes,Yes,No,Two year,No,Credit card (automatic),32.85,1022.18,5,13.87,2,0,9.58,0
CUST-005343,Male,0,Yes,No,72,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),51.19,3668.32,1,26.68,1,0,7.36,1
CUST-005344,Female,0,Yes,No,63,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer (automatic),71.2,4488.82,4,13.95,1,1,6.31,0
CUST-005345,Female,1,Yes,Yes,5,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,49.33,260.19,5,14.24,1,0,10.46,1
CUST-005346,Female,0,Yes,Yes,63,Yes,DSL,No,Yes,No,Two year,Yes,Mailed check,54.83,3322.11,3,37.17,0,1,7.03,0
CUST-005347,Female,0,Yes,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,72.47,39.15,6,0.0,0,0,13.0,0
CUST-005348,Male,1,No,Yes,21,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer (automatic),119.98,2456.52,4,10.2,0,0,9.88,1
CUST-005349,Female,0,No,Yes,22,Yes,DSL,No,Yes,Yes,Month-to-month,No,Mailed check,74.3,1565.07,6,31.54,1,1,13.07,1
CUST-005350,Male,0,No,No,38,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Mailed check,85.8,3190.06,4,26.95,1,1,11.09,1
CUST-005351,Female,0,No,No,42,Yes,DSL,No,Yes,No,One year,No,Credit card (automatic),38.39,1617.53,3,35.82,1,1,10.01,0
CUST-005352,Male,0,Yes,No,7,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Bank transfer (automatic),27.65,220.35,3,68.11,4,0,12.95,1
CUST-005353,Male,0,No,No,64,Yes,Fiber optic,No,No,Yes,One year,No,Mailed check,38.74,2422.5,5,2.48,0,1,7.76,0
CUST-005354,Male,0,Yes,No,5,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,59.74,244.51,3,0.0,0,0,1.0,0
CUST-005355,Male,0,Yes,No,72,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),71.81,5190.63,6,0.0,1,1,5.76,0
CUST-005356,Male,0,No,Yes,72,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.41,5767.24,4,2.12,0,0,9.91,0
CUST-005357,Female,0,No,Yes,35,Yes,DSL,No,No,Yes,Month-to-month,No,Bank transfer (automatic),91.74,3230.81,1,4.46,0,0,5.62,1
CUST-005358,Female,0,Yes,No,31,Yes,DSL,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),102.73,3233.28,3,4.08,0,1,7.49,0
CUST-005359,Female,0,Yes,No,72,Yes,Fiber optic,No,No,No,One year,Yes,Electronic check,18.0,1286.83,7,26.55,0,0,1.14,0
CUST-005360,Male,0,Yes,Yes,8,Yes,DSL,No,Yes,Yes,Month-to-month,No,Mailed check,35.57,323.49,3,4.87,1,1,19.22,0
CUST-005361,Female,1,No,No,30,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,114.9,3430.35,2,0.0,1,0,10.59,1
CUST-005362,Male,1,Yes,No,15,No,Fiber optic,No,No,No,Two year,No,Electronic check,75.47,1149.64,5,24.66,2,1,12.32,0
CUST-005363,Male,1,Yes,No,5,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),61.8,251.82,2,11.48,1,0,14.92,1
CUST-005364,Female,1,Yes,No,4,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Electronic check,18.0,143.12,3,2.19,0,0,1.0,0
CUST-005365,Female,0,Yes,No,36,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.14,1026.76,5,0.0,0,1,9.06,0
CUST-005366,Male,0,No,No,7,Yes,DSL,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),91.54,649.83,4,36.37,0,1,6.72,1
CUST-005367,Male,0,No,No,27,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Bank transfer (automatic),50.95,1458.41,3,68.61,0,2,7.31,0
CUST-005368,Female,0,Yes,Yes,8,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,81.34,673.91,3,48.35,3,2,6.4,1
CUST-005369,Female,0,No,No,18,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Mailed check,52.99,948.95,4,10.93,0,1,7.86,1
CUST-005370,Female,0,Yes,No,40,Yes,Fiber optic,Yes,Yes,No,Two year,Yes,Credit card (automatic),120.0,4777.49,4,15.51,1,0,6.73,0
CUST-005371,Female,0,No,No,22,Yes,DSL,No,No,No,One year,No,Electronic check,63.68,1493.98,7,34.85,0,1,11.45,0
CUST-005372,Male,1,No,No,61,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Electronic check,20.3,1230.76,5,8.89,0,0,6.23,0
CUST-005373,Female,0,No,No,22,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),82.41,1812.6,2,0.0,0,0,5.84,0
CUST-005374,Female,0,No,No,6,Yes,DSL,No,Yes,No,Month-to-month,No,Bank transfer (automatic),67.25,449.92,6,27.15,1,0,1.0,0
CUST-005375,Female,1,Yes,Yes,68,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.32,3168.89,8,3.64,1,1,10.47,0
CUST-005376,Male,0,Yes,No,16,Yes,DSL,No,No,No,Two year,No,Mailed check,71.02,1121.51,7,7.1,0,1,7.59,0
CUST-005377,Male,0,Yes,No,60,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.38,5829.78,4,61.79,0,2,3.51,0
CUST-005378,Male,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),57.81,325.66,6,0.0,3,1,12.71,1
CUST-005379,Male,0,No,No,30,No,Fiber optic,Yes,No,No,Two year,Yes,Bank transfer (automatic),36.35,1086.03,2,28.69,0,0,1.0,0
CUST-005380,Female,0,Yes,Yes,5,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,71.21,357.57,2,21.51,0,1,16.15,0
CUST-005381,Male,0,No,Yes,2,Yes,DSL,No,No,No,Two year,Yes,Electronic check,45.74,84.14,4,8.91,0,0,5.33,1
CUST-005382,Female,0,No,No,72,Yes,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,74.83,5429.3,0,0.0,1,0,11.99,0
CUST-005383,Female,0,Yes,No,1,Yes,DSL,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.01,61.28,4,3.27,2,1,10.42,1
CUST-005384,Female,1,No,Yes,26,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,30.73,793.06,4,30.73,0,2,6.69,0
CUST-005385,Female,1,Yes,No,1,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),18.0,143.44,5,17.53,1,0,4.38,0
CUST-005386,Male,0,No,No,24,Yes,DSL,No,No,No,Month-to-month,Yes,Credit card (automatic),120.0,2915.97,0,66.54,1,0,10.89,1
CUST-005387,Male,0,Yes,No,3,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),68.99,256.5,7,0.0,0,1,8.52,0
CUST-005388,Male,1,No,No,46,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,27.61,1264.57,8,35.21,1,0,5.78,0
CUST-005389,Female,1,No,No,10,Yes,Fiber optic,No,No,Yes,One year,No,Electronic check,34.96,418.77,3,3.24,2,0,8.57,1
CUST-005390,Female,1,No,No,12,Yes,DSL,No,No,Yes,One year,Yes,Electronic check,50.75,529.93,2,3.15,0,0,9.45,0
CUST-005391,Female,1,No,Yes,8,Yes,Fiber optic,No,No,No,Two year,Yes,Electronic check,74.06,648.72,6,11.14,2,1,13.02,1
CUST-005392,Female,0,No,No,3,Yes,Fiber optic,No,Yes,No,Two year,No,Electronic check,18.0,41.82,3,28.05,0,0,7.42,0
CUST-005393,Female,0,Yes,No,20,Yes,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,85.96,1685.34,4,0.0,0,0,9.83,0
CUST-005394,Male,0,No,No,17,No,Fiber optic,No,Yes,No,Month-to-month,No,Bank transfer (automatic),44.39,717.23,5,34.48,1,0,8.47,0
CUST-005395,Female,0,Yes,No,23,Yes,DSL,No,Yes,Yes,One year,Yes,Electronic check,109.5,2514.52,3,0.26,0,0,7.2,0
CUST-005396,Male,0,Yes,No,29,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Mailed check,76.58,2269.74,2,9.52,0,0,12.37,0
CUST-005397,Female,0,Yes,No,2,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,91.83,122.48,1,0.0,1,0,7.59,1
CUST-005398,Female,0,No,No,16,No,Fiber optic,No,No,Yes,Two year,Yes,Electronic check,57.98,1002.53,6,42.1,1,0,5.45,0
CUST-005399,Male,0,Yes,No,26,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,72.36,1831.09,3,31.42,0,0,3.75,0
CUST-005400,Male,0,No,No,11,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),106.53,1154.18,4,0.0,0,0,6.24,0
CUST-005401,Female,0,No,No,6,Yes,DSL,Yes,No,Yes,Month-to-month,No,Mailed check,39.44,208.82,3,41.54,0,0,7.59,0
CUST-005402,Female,0,No,No,27,Yes,Fiber optic,No,Yes,No,Two year,No,Mailed check,78.26,2115.18,7,22.72,1,0,9.91,0
